state,date,qty_cases,qty_new_cases,cumm_qty_new_cases_14d,category
AC,2020-03-17,3,3,3,real
AC,2020-03-18,3,0,3,real
AC,2020-03-19,4,1,4,real
AC,2020-03-20,7,3,7,real
AC,2020-03-21,11,4,11,real
AC,2020-03-22,11,0,11,real
AC,2020-03-23,17,6,17,real
AC,2020-03-24,21,4,21,real
AC,2020-03-25,23,2,23,real
AC,2020-03-26,23,0,23,real
AC,2020-03-27,25,2,25,real
AC,2020-03-28,25,0,25,real
AC,2020-03-29,34,9,34,real
AC,2020-03-30,41,7,41,real
AC,2020-03-31,42,1,39,real
AC,2020-04-01,43,1,40,real
AC,2020-04-02,45,2,41,real
AC,2020-04-03,46,1,39,real
AC,2020-04-04,46,0,35,real
AC,2020-04-05,48,2,37,real
AC,2020-04-06,50,2,33,real
AC,2020-04-07,50,0,29,real
AC,2020-04-08,58,8,35,real
AC,2020-04-09,62,4,39,real
AC,2020-04-10,70,8,45,real
AC,2020-04-11,72,2,47,real
AC,2020-04-12,77,5,43,real
AC,2020-04-13,90,13,49,real
AC,2020-04-14,99,9,57,real
AC,2020-04-15,101,2,58,real
AC,2020-04-16,101,0,56,prediction
AC,2020-04-17,101,0,55,prediction
AC,2020-04-18,101,0,55,prediction
AC,2020-04-19,101,0,53,prediction
AC,2020-04-20,101,0,51,prediction
AC,2020-04-21,101,0,51,prediction
AC,2020-04-22,101,0,43,prediction
AC,2020-04-23,101,0,39,prediction
AC,2020-04-24,101,0,31,prediction
AC,2020-04-25,101,0,29,prediction
AC,2020-04-26,101,0,24,prediction
AC,2020-04-27,101,0,11,prediction
AC,2020-04-28,101,0,2,prediction
AC,2020-04-29,101,0,0,prediction
AC,2020-04-30,101,0,0,prediction
AC,2020-05-01,101,0,0,prediction
AC,2020-05-02,101,0,0,prediction
AC,2020-05-03,101,0,0,prediction
AC,2020-05-04,101,0,0,prediction
AC,2020-05-05,101,0,0,prediction
AC,2020-05-06,101,0,0,prediction
AC,2020-05-07,101,0,0,prediction
AC,2020-05-08,101,0,0,prediction
AC,2020-05-09,101,0,0,prediction
AC,2020-05-10,101,0,0,prediction
AC,2020-05-11,101,0,0,prediction
AC,2020-05-12,101,0,0,prediction
AC,2020-05-13,101,0,0,prediction
AC,2020-05-14,101,0,0,prediction
AC,2020-05-15,101,0,0,prediction
AC,2020-05-16,101,0,0,prediction
AC,2020-05-17,101,0,0,prediction
AC,2020-05-18,101,0,0,prediction
AC,2020-05-19,101,0,0,prediction
AC,2020-05-20,101,0,0,prediction
AM,2020-03-13,1,1,1,real
AM,2020-03-14,1,0,1,real
AM,2020-03-15,1,0,1,real
AM,2020-03-16,1,0,1,real
AM,2020-03-17,1,0,1,real
AM,2020-03-18,2,1,2,real
AM,2020-03-19,3,1,3,real
AM,2020-03-20,7,4,7,real
AM,2020-03-21,11,4,11,real
AM,2020-03-22,26,15,26,real
AM,2020-03-23,32,6,32,real
AM,2020-03-24,47,15,47,real
AM,2020-03-25,54,7,54,real
AM,2020-03-26,67,13,67,real
AM,2020-03-27,81,14,80,real
AM,2020-03-28,111,30,110,real
AM,2020-03-29,140,29,139,real
AM,2020-03-30,151,11,150,real
AM,2020-03-31,175,24,174,real
AM,2020-04-01,199,24,197,real
AM,2020-04-02,229,30,226,real
AM,2020-04-03,260,31,253,real
AM,2020-04-04,311,51,300,real
AM,2020-04-05,417,106,391,real
AM,2020-04-06,532,115,500,real
AM,2020-04-07,637,105,590,real
AM,2020-04-08,804,167,750,real
AM,2020-04-09,899,95,832,real
AM,2020-04-10,981,82,900,real
AM,2020-04-11,1050,69,939,real
AM,2020-04-12,1206,156,1066,real
AM,2020-04-13,1275,69,1124,real
AM,2020-04-14,1484,209,1309,real
AM,2020-04-15,1554,70,1355,real
AM,2020-04-16,1873,319,1644,prediction
AM,2020-04-17,2313,440,2053,prediction
AM,2020-04-18,2812,499,2501,prediction
AM,2020-04-19,3464,652,3047,prediction
AM,2020-04-20,4292,828,3760,prediction
AM,2020-04-21,4816,524,4179,prediction
AM,2020-04-22,5347,531,4543,prediction
AM,2020-04-23,6007,660,5108,prediction
AM,2020-04-24,6636,629,5655,prediction
AM,2020-04-25,7317,681,6267,prediction
AM,2020-04-26,7585,268,6379,prediction
AM,2020-04-27,7624,39,6349,prediction
AM,2020-04-28,7624,0,6140,prediction
AM,2020-04-29,7624,0,6070,prediction
AM,2020-04-30,7624,0,5751,prediction
AM,2020-05-01,7624,0,5311,prediction
AM,2020-05-02,7624,0,4812,prediction
AM,2020-05-03,7624,0,4160,prediction
AM,2020-05-04,7624,0,3332,prediction
AM,2020-05-05,7624,0,2808,prediction
AM,2020-05-06,7624,0,2277,prediction
AM,2020-05-07,7624,0,1617,prediction
AM,2020-05-08,7624,0,988,prediction
AM,2020-05-09,7624,0,307,prediction
AM,2020-05-10,7624,0,39,prediction
AM,2020-05-11,7624,0,0,prediction
AM,2020-05-12,7624,0,0,prediction
AM,2020-05-13,7624,0,0,prediction
AM,2020-05-14,7624,0,0,prediction
AM,2020-05-15,7624,0,0,prediction
AM,2020-05-16,7624,0,0,prediction
AM,2020-05-17,7624,0,0,prediction
AM,2020-05-18,7624,0,0,prediction
AM,2020-05-19,7624,0,0,prediction
AM,2020-05-20,7624,0,0,prediction
AP,2020-03-20,1,1,1,real
AP,2020-03-21,1,0,1,real
AP,2020-03-22,1,0,1,real
AP,2020-03-23,1,0,1,real
AP,2020-03-24,1,0,1,real
AP,2020-03-25,2,1,2,real
AP,2020-03-26,2,0,2,real
AP,2020-03-27,3,1,3,real
AP,2020-03-28,4,1,4,real
AP,2020-03-29,4,0,4,real
AP,2020-03-30,8,4,8,real
AP,2020-03-31,10,2,10,real
AP,2020-04-01,11,1,11,real
AP,2020-04-02,12,1,12,real
AP,2020-04-03,19,7,18,real
AP,2020-04-04,29,10,28,real
AP,2020-04-05,32,3,31,real
AP,2020-04-06,39,7,38,real
AP,2020-04-07,48,9,47,real
AP,2020-04-08,107,59,105,real
AP,2020-04-09,110,3,108,real
AP,2020-04-10,166,56,163,real
AP,2020-04-11,193,27,189,real
AP,2020-04-12,237,44,233,real
AP,2020-04-13,244,7,236,real
AP,2020-04-14,308,64,298,real
AP,2020-04-15,340,32,329,real
AP,2020-04-16,507,167,495,prediction
AP,2020-04-17,741,234,722,prediction
AP,2020-04-18,741,0,712,prediction
AP,2020-04-19,741,0,709,prediction
AP,2020-04-20,741,0,702,prediction
AP,2020-04-21,741,0,693,prediction
AP,2020-04-22,741,0,634,prediction
AP,2020-04-23,741,0,631,prediction
AP,2020-04-24,741,0,575,prediction
AP,2020-04-25,741,0,548,prediction
AP,2020-04-26,741,0,504,prediction
AP,2020-04-27,741,0,497,prediction
AP,2020-04-28,741,0,433,prediction
AP,2020-04-29,741,0,401,prediction
AP,2020-04-30,741,0,234,prediction
AP,2020-05-01,741,0,0,prediction
AP,2020-05-02,741,0,0,prediction
AP,2020-05-03,741,0,0,prediction
AP,2020-05-04,741,0,0,prediction
AP,2020-05-05,741,0,0,prediction
AP,2020-05-06,741,0,0,prediction
AP,2020-05-07,741,0,0,prediction
AP,2020-05-08,741,0,0,prediction
AP,2020-05-09,741,0,0,prediction
AP,2020-05-10,741,0,0,prediction
AP,2020-05-11,741,0,0,prediction
AP,2020-05-12,741,0,0,prediction
AP,2020-05-13,741,0,0,prediction
AP,2020-05-14,741,0,0,prediction
AP,2020-05-15,741,0,0,prediction
AP,2020-05-16,741,0,0,prediction
AP,2020-05-17,741,0,0,prediction
AP,2020-05-18,741,0,0,prediction
AP,2020-05-19,741,0,0,prediction
AP,2020-05-20,741,0,0,prediction
BA,2020-03-06,1,1,1,real
BA,2020-03-07,2,1,2,real
BA,2020-03-08,2,0,2,real
BA,2020-03-09,2,0,2,real
BA,2020-03-10,2,0,2,real
BA,2020-03-11,3,1,3,real
BA,2020-03-12,3,0,3,real
BA,2020-03-13,7,4,7,real
BA,2020-03-14,9,2,9,real
BA,2020-03-15,9,0,9,real
BA,2020-03-16,10,1,10,real
BA,2020-03-17,14,4,14,real
BA,2020-03-18,27,13,27,real
BA,2020-03-19,31,4,31,real
BA,2020-03-20,34,3,33,real
BA,2020-03-21,41,7,39,real
BA,2020-03-22,55,14,53,real
BA,2020-03-23,63,8,61,real
BA,2020-03-24,79,16,77,real
BA,2020-03-25,91,12,88,real
BA,2020-03-26,104,13,101,real
BA,2020-03-27,123,19,116,real
BA,2020-03-28,128,5,119,real
BA,2020-03-29,157,29,148,real
BA,2020-03-30,177,20,167,real
BA,2020-03-31,218,41,204,real
BA,2020-04-01,246,28,219,real
BA,2020-04-02,267,21,236,real
BA,2020-04-03,290,23,256,real
BA,2020-04-04,336,46,295,real
BA,2020-04-05,401,65,346,real
BA,2020-04-06,437,36,374,real
BA,2020-04-07,462,25,383,real
BA,2020-04-08,515,53,424,real
BA,2020-04-09,568,53,464,real
BA,2020-04-10,616,48,493,real
BA,2020-04-11,640,24,512,real
BA,2020-04-12,674,34,517,real
BA,2020-04-13,723,49,546,real
BA,2020-04-14,776,53,558,real
BA,2020-04-15,776,0,530,real
BA,2020-04-16,776,0,509,prediction
BA,2020-04-17,776,0,486,prediction
BA,2020-04-18,776,0,440,prediction
BA,2020-04-19,776,0,375,prediction
BA,2020-04-20,776,0,339,prediction
BA,2020-04-21,776,0,314,prediction
BA,2020-04-22,776,0,261,prediction
BA,2020-04-23,776,0,208,prediction
BA,2020-04-24,776,0,160,prediction
BA,2020-04-25,776,0,136,prediction
BA,2020-04-26,776,0,102,prediction
BA,2020-04-27,776,0,53,prediction
BA,2020-04-28,776,0,0,prediction
BA,2020-04-29,776,0,0,prediction
BA,2020-04-30,776,0,0,prediction
BA,2020-05-01,776,0,0,prediction
BA,2020-05-02,776,0,0,prediction
BA,2020-05-03,776,0,0,prediction
BA,2020-05-04,776,0,0,prediction
BA,2020-05-05,776,0,0,prediction
BA,2020-05-06,776,0,0,prediction
BA,2020-05-07,776,0,0,prediction
BA,2020-05-08,776,0,0,prediction
BA,2020-05-09,776,0,0,prediction
BA,2020-05-10,776,0,0,prediction
BA,2020-05-11,776,0,0,prediction
BA,2020-05-12,776,0,0,prediction
BA,2020-05-13,776,0,0,prediction
BA,2020-05-14,776,0,0,prediction
BA,2020-05-15,776,0,0,prediction
BA,2020-05-16,776,0,0,prediction
BA,2020-05-17,776,0,0,prediction
BA,2020-05-18,776,0,0,prediction
BA,2020-05-19,776,0,0,prediction
BA,2020-05-20,776,0,0,prediction
CE,2020-03-15,3,3,3,real
CE,2020-03-16,9,6,9,real
CE,2020-03-17,11,2,11,real
CE,2020-03-18,20,9,20,real
CE,2020-03-19,24,4,24,real
CE,2020-03-20,68,44,68,real
CE,2020-03-21,84,16,84,real
CE,2020-03-22,125,41,125,real
CE,2020-03-23,164,39,164,real
CE,2020-03-24,185,21,185,real
CE,2020-03-25,211,26,211,real
CE,2020-03-26,235,24,235,real
CE,2020-03-27,282,47,282,real
CE,2020-03-28,322,40,322,real
CE,2020-03-29,359,37,356,real
CE,2020-03-30,382,23,373,real
CE,2020-03-31,401,19,390,real
CE,2020-04-01,445,44,425,real
CE,2020-04-02,563,118,539,real
CE,2020-04-03,658,95,590,real
CE,2020-04-04,746,88,662,real
CE,2020-04-05,826,80,701,real
CE,2020-04-06,1048,222,884,real
CE,2020-04-07,1191,143,1006,real
CE,2020-04-08,1396,205,1185,real
CE,2020-04-09,1447,51,1212,real
CE,2020-04-10,1559,112,1277,real
CE,2020-04-11,1667,108,1345,real
CE,2020-04-12,1746,79,1387,real
CE,2020-04-13,1936,190,1554,real
CE,2020-04-14,2072,136,1671,real
CE,2020-04-15,2292,220,1847,real
CE,2020-04-16,2599,307,2036,prediction
CE,2020-04-17,3004,405,2346,prediction
CE,2020-04-18,3496,492,2750,prediction
CE,2020-04-19,4141,645,3315,prediction
CE,2020-04-20,4914,773,3866,prediction
CE,2020-04-21,5802,888,4611,prediction
CE,2020-04-22,6896,1094,5500,prediction
CE,2020-04-23,8141,1245,6694,prediction
CE,2020-04-24,9597,1456,8038,prediction
CE,2020-04-25,10840,1243,9173,prediction
CE,2020-04-26,12130,1290,10384,prediction
CE,2020-04-27,13522,1392,11586,prediction
CE,2020-04-28,14947,1425,12875,prediction
CE,2020-04-29,16399,1452,14107,prediction
CE,2020-04-30,17907,1508,15308,prediction
CE,2020-05-01,18987,1080,15983,prediction
CE,2020-05-02,19857,870,16361,prediction
CE,2020-05-03,20579,722,16438,prediction
CE,2020-05-04,21045,466,16131,prediction
CE,2020-05-05,21371,326,15569,prediction
CE,2020-05-06,21511,140,14615,prediction
CE,2020-05-07,21511,0,13370,prediction
CE,2020-05-08,21511,0,11914,prediction
CE,2020-05-09,21511,0,10671,prediction
CE,2020-05-10,21511,0,9381,prediction
CE,2020-05-11,21511,0,7989,prediction
CE,2020-05-12,21511,0,6564,prediction
CE,2020-05-13,21511,0,5112,prediction
CE,2020-05-14,21511,0,3604,prediction
CE,2020-05-15,21511,0,2524,prediction
CE,2020-05-16,21511,0,1654,prediction
CE,2020-05-17,21511,0,932,prediction
CE,2020-05-18,21511,0,466,prediction
CE,2020-05-19,21511,0,140,prediction
CE,2020-05-20,21511,0,0,prediction
DF,2020-03-07,1,1,1,real
DF,2020-03-08,1,0,1,real
DF,2020-03-09,1,0,1,real
DF,2020-03-10,1,0,1,real
DF,2020-03-11,2,1,2,real
DF,2020-03-12,2,0,2,real
DF,2020-03-13,2,0,2,real
DF,2020-03-14,8,6,8,real
DF,2020-03-15,14,6,14,real
DF,2020-03-16,19,5,19,real
DF,2020-03-17,19,0,19,real
DF,2020-03-18,34,15,34,real
DF,2020-03-19,42,8,42,real
DF,2020-03-20,87,45,87,real
DF,2020-03-21,108,21,107,real
DF,2020-03-22,131,23,130,real
DF,2020-03-23,146,15,145,real
DF,2020-03-24,177,31,176,real
DF,2020-03-25,191,14,189,real
DF,2020-03-26,201,10,199,real
DF,2020-03-27,242,41,240,real
DF,2020-03-28,260,18,252,real
DF,2020-03-29,298,38,284,real
DF,2020-03-30,312,14,293,real
DF,2020-03-31,333,21,314,real
DF,2020-04-01,370,37,336,real
DF,2020-04-02,400,30,358,real
DF,2020-04-03,419,19,332,real
DF,2020-04-04,456,37,348,real
DF,2020-04-05,468,12,337,real
DF,2020-04-06,485,17,339,real
DF,2020-04-07,503,18,326,real
DF,2020-04-08,509,6,318,real
DF,2020-04-09,527,18,326,real
DF,2020-04-10,556,29,314,real
DF,2020-04-11,592,36,332,real
DF,2020-04-12,618,26,320,real
DF,2020-04-13,641,23,329,real
DF,2020-04-14,651,10,318,real
DF,2020-04-15,651,0,281,real
DF,2020-04-16,651,0,251,prediction
DF,2020-04-17,651,0,232,prediction
DF,2020-04-18,651,0,195,prediction
DF,2020-04-19,651,0,183,prediction
DF,2020-04-20,651,0,166,prediction
DF,2020-04-21,651,0,148,prediction
DF,2020-04-22,651,0,142,prediction
DF,2020-04-23,651,0,124,prediction
DF,2020-04-24,651,0,95,prediction
DF,2020-04-25,651,0,59,prediction
DF,2020-04-26,651,0,33,prediction
DF,2020-04-27,651,0,10,prediction
DF,2020-04-28,651,0,0,prediction
DF,2020-04-29,651,0,0,prediction
DF,2020-04-30,651,0,0,prediction
DF,2020-05-01,651,0,0,prediction
DF,2020-05-02,651,0,0,prediction
DF,2020-05-03,651,0,0,prediction
DF,2020-05-04,651,0,0,prediction
DF,2020-05-05,651,0,0,prediction
DF,2020-05-06,651,0,0,prediction
DF,2020-05-07,651,0,0,prediction
DF,2020-05-08,651,0,0,prediction
DF,2020-05-09,651,0,0,prediction
DF,2020-05-10,651,0,0,prediction
DF,2020-05-11,651,0,0,prediction
DF,2020-05-12,651,0,0,prediction
DF,2020-05-13,651,0,0,prediction
DF,2020-05-14,651,0,0,prediction
DF,2020-05-15,651,0,0,prediction
DF,2020-05-16,651,0,0,prediction
DF,2020-05-17,651,0,0,prediction
DF,2020-05-18,651,0,0,prediction
DF,2020-05-19,651,0,0,prediction
DF,2020-05-20,651,0,0,prediction
ES,2020-03-14,1,1,1,real
ES,2020-03-15,1,0,1,real
ES,2020-03-16,1,0,1,real
ES,2020-03-17,1,0,1,real
ES,2020-03-18,1,0,1,real
ES,2020-03-19,13,12,13,real
ES,2020-03-20,16,3,16,real
ES,2020-03-21,25,9,25,real
ES,2020-03-22,26,1,26,real
ES,2020-03-23,29,3,29,real
ES,2020-03-24,39,10,39,real
ES,2020-03-25,40,1,40,real
ES,2020-03-26,48,8,48,real
ES,2020-03-27,54,6,54,real
ES,2020-03-28,61,7,60,real
ES,2020-03-29,72,11,71,real
ES,2020-03-30,85,13,84,real
ES,2020-03-31,97,12,96,real
ES,2020-04-01,121,24,120,real
ES,2020-04-02,140,19,127,real
ES,2020-04-03,153,13,137,real
ES,2020-04-04,166,13,141,real
ES,2020-04-05,194,28,168,real
ES,2020-04-06,209,15,180,real
ES,2020-04-07,227,18,188,real
ES,2020-04-08,273,46,233,real
ES,2020-04-09,300,27,252,real
ES,2020-04-10,349,49,295,real
ES,2020-04-11,383,34,322,real
ES,2020-04-12,430,47,358,real
ES,2020-04-13,463,33,378,real
ES,2020-04-14,557,94,460,real
ES,2020-04-15,557,0,436,real
ES,2020-04-16,557,0,417,prediction
ES,2020-04-17,557,0,404,prediction
ES,2020-04-18,557,0,391,prediction
ES,2020-04-19,557,0,363,prediction
ES,2020-04-20,557,0,348,prediction
ES,2020-04-21,557,0,330,prediction
ES,2020-04-22,557,0,284,prediction
ES,2020-04-23,557,0,257,prediction
ES,2020-04-24,557,0,208,prediction
ES,2020-04-25,557,0,174,prediction
ES,2020-04-26,557,0,127,prediction
ES,2020-04-27,557,0,94,prediction
ES,2020-04-28,557,0,0,prediction
ES,2020-04-29,557,0,0,prediction
ES,2020-04-30,557,0,0,prediction
ES,2020-05-01,557,0,0,prediction
ES,2020-05-02,557,0,0,prediction
ES,2020-05-03,557,0,0,prediction
ES,2020-05-04,557,0,0,prediction
ES,2020-05-05,557,0,0,prediction
ES,2020-05-06,557,0,0,prediction
ES,2020-05-07,557,0,0,prediction
ES,2020-05-08,557,0,0,prediction
ES,2020-05-09,557,0,0,prediction
ES,2020-05-10,557,0,0,prediction
ES,2020-05-11,557,0,0,prediction
ES,2020-05-12,557,0,0,prediction
ES,2020-05-13,557,0,0,prediction
ES,2020-05-14,557,0,0,prediction
ES,2020-05-15,557,0,0,prediction
ES,2020-05-16,557,0,0,prediction
ES,2020-05-17,557,0,0,prediction
ES,2020-05-18,557,0,0,prediction
ES,2020-05-19,557,0,0,prediction
ES,2020-05-20,557,0,0,prediction
GO,2020-03-12,3,3,3,real
GO,2020-03-13,3,0,3,real
GO,2020-03-14,4,1,4,real
GO,2020-03-15,4,0,4,real
GO,2020-03-16,9,5,9,real
GO,2020-03-17,9,0,9,real
GO,2020-03-18,12,3,12,real
GO,2020-03-19,14,2,14,real
GO,2020-03-20,14,0,14,real
GO,2020-03-21,17,3,17,real
