data,municipio,uf,casos confirmados,mortes
06/04/2020,Rio Negro,PR,1,0.0
07/04/2020,Rio Negro,PR,1,0.0
08/04/2020,Rio Negro,PR,2,0.0
09/04/2020,Rio Negro,PR,2,0.0
10/04/2020,Rio Negro,PR,2,0.0
11/04/2020,Rio Negro,PR,2,0.0
12/04/2020,Rio Negro,PR,2,0.0
13/04/2020,Rio Negro,PR,2,0.0
04/04/2020,Rolândia,PR,1,0.0
05/04/2020,Rolândia,PR,1,0.0
06/04/2020,Rolândia,PR,1,0.0
07/04/2020,Rolândia,PR,1,0.0
08/04/2020,Rolândia,PR,1,0.0
09/04/2020,Rolândia,PR,1,0.0
10/04/2020,Rolândia,PR,1,0.0
11/04/2020,Rolândia,PR,1,0.0
12/04/2020,Rolândia,PR,1,0.0
13/04/2020,Rolândia,PR,1,0.0
05/04/2020,Santa Fé,PR,1,1.0
06/04/2020,Santa Fé,PR,1,1.0
07/04/2020,Santa Fé,PR,2,1.0
08/04/2020,Santa Fé,PR,2,1.0
09/04/2020,Santa Fé,PR,2,1.0
10/04/2020,Santa Fé,PR,5,1.0
11/04/2020,Santa Fé,PR,6,1.0
12/04/2020,Santa Fé,PR,7,1.0
13/04/2020,Santa Fé,PR,7,1.0
12/04/2020,Santa Mônica,PR,1,0.0
13/04/2020,Santa Mônica,PR,1,0.0
08/04/2020,São João do Ivaí,PR,1,0.0
09/04/2020,São João do Ivaí,PR,3,0.0
10/04/2020,São João do Ivaí,PR,3,0.0
11/04/2020,São João do Ivaí,PR,3,0.0
12/04/2020,São João do Ivaí,PR,3,0.0
13/04/2020,São João do Ivaí,PR,3,0.0
29/03/2020,São José dos Pinhais,PR,1,
30/03/2020,São José dos Pinhais,PR,1,
31/03/2020,São José dos Pinhais,PR,3,
01/04/2020,São José dos Pinhais,PR,4,0.0
02/04/2020,São José dos Pinhais,PR,4,0.0
03/04/2020,São José dos Pinhais,PR,6,0.0
04/04/2020,São José dos Pinhais,PR,7,0.0
05/04/2020,São José dos Pinhais,PR,7,0.0
06/04/2020,São José dos Pinhais,PR,7,0.0
07/04/2020,São José dos Pinhais,PR,9,0.0
08/04/2020,São José dos Pinhais,PR,9,0.0
09/04/2020,São José dos Pinhais,PR,11,0.0
10/04/2020,São José dos Pinhais,PR,11,0.0
11/04/2020,São José dos Pinhais,PR,11,0.0
12/04/2020,São José dos Pinhais,PR,13,0.0
13/04/2020,São José dos Pinhais,PR,15,0.0
02/04/2020,São Manoel do Paraná,PR,1,0.0
03/04/2020,São Manoel do Paraná,PR,1,0.0
04/04/2020,São Manoel do Paraná,PR,1,0.0
05/04/2020,São Manoel do Paraná,PR,1,0.0
06/04/2020,São Manoel do Paraná,PR,1,0.0
07/04/2020,São Manoel do Paraná,PR,1,0.0
08/04/2020,São Manoel do Paraná,PR,1,0.0
09/04/2020,São Manoel do Paraná,PR,1,0.0
10/04/2020,São Manoel do Paraná,PR,1,0.0
11/04/2020,São Manoel do Paraná,PR,1,0.0
12/04/2020,São Manoel do Paraná,PR,1,0.0
13/04/2020,São Manoel do Paraná,PR,1,0.0
03/04/2020,Sarandi,PR,1,0.0
04/04/2020,Sarandi,PR,2,0.0
05/04/2020,Sarandi,PR,2,0.0
06/04/2020,Sarandi,PR,2,0.0
07/04/2020,Sarandi,PR,2,0.0
08/04/2020,Sarandi,PR,2,0.0
09/04/2020,Sarandi,PR,2,0.0
10/04/2020,Sarandi,PR,2,0.0
11/04/2020,Sarandi,PR,2,0.0
12/04/2020,Sarandi,PR,2,0.0
13/04/2020,Sarandi,PR,2,0.0
05/04/2020,Sertaneja,PR,1,0.0
06/04/2020,Sertaneja,PR,1,0.0
07/04/2020,Sertaneja,PR,1,0.0
08/04/2020,Sertaneja,PR,1,0.0
09/04/2020,Sertaneja,PR,1,0.0
10/04/2020,Sertaneja,PR,1,0.0
11/04/2020,Sertaneja,PR,1,0.0
12/04/2020,Sertaneja,PR,1,0.0
13/04/2020,Sertaneja,PR,1,0.0
24/03/2020,Telêmaco Borba,PR,1,
25/03/2020,Telêmaco Borba,PR,1,
26/03/2020,Telêmaco Borba,PR,1,
27/03/2020,Telêmaco Borba,PR,1,
28/03/2020,Telêmaco Borba,PR,1,
29/03/2020,Telêmaco Borba,PR,1,
30/03/2020,Telêmaco Borba,PR,1,
31/03/2020,Telêmaco Borba,PR,2,
01/04/2020,Telêmaco Borba,PR,2,0.0
02/04/2020,Telêmaco Borba,PR,3,0.0
03/04/2020,Telêmaco Borba,PR,4,0.0
04/04/2020,Telêmaco Borba,PR,4,0.0
05/04/2020,Telêmaco Borba,PR,6,0.0
06/04/2020,Telêmaco Borba,PR,6,0.0
07/04/2020,Telêmaco Borba,PR,6,0.0
08/04/2020,Telêmaco Borba,PR,6,0.0
09/04/2020,Telêmaco Borba,PR,6,0.0
10/04/2020,Telêmaco Borba,PR,6,0.0
11/04/2020,Telêmaco Borba,PR,6,0.0
12/04/2020,Telêmaco Borba,PR,6,0.0
13/04/2020,Telêmaco Borba,PR,6,0.0
02/04/2020,Terra Boa,PR,1,0.0
03/04/2020,Terra Boa,PR,1,0.0
04/04/2020,Terra Boa,PR,1,0.0
05/04/2020,Terra Boa,PR,1,0.0
06/04/2020,Terra Boa,PR,1,0.0
07/04/2020,Terra Boa,PR,1,0.0
08/04/2020,Terra Boa,PR,1,0.0
09/04/2020,Terra Boa,PR,1,0.0
10/04/2020,Terra Boa,PR,1,0.0
11/04/2020,Terra Boa,PR,1,0.0
12/04/2020,Terra Boa,PR,2,0.0
13/04/2020,Terra Boa,PR,2,0.0
29/03/2020,Terra Rica,PR,1,
30/03/2020,Terra Rica,PR,1,
31/03/2020,Terra Rica,PR,1,
01/04/2020,Terra Rica,PR,1,0.0
02/04/2020,Terra Rica,PR,1,0.0
03/04/2020,Terra Rica,PR,1,0.0
04/04/2020,Terra Rica,PR,1,0.0
05/04/2020,Terra Rica,PR,1,0.0
06/04/2020,Terra Rica,PR,1,0.0
07/04/2020,Terra Rica,PR,1,0.0
08/04/2020,Terra Rica,PR,1,0.0
09/04/2020,Terra Rica,PR,1,0.0
10/04/2020,Terra Rica,PR,1,0.0
11/04/2020,Terra Rica,PR,1,0.0
12/04/2020,Terra Rica,PR,1,0.0
13/04/2020,Terra Rica,PR,1,0.0
08/04/2020,Toledo,PR,1,0.0
09/04/2020,Toledo,PR,1,0.0
10/04/2020,Toledo,PR,1,0.0
11/04/2020,Toledo,PR,1,0.0
12/04/2020,Toledo,PR,1,0.0
13/04/2020,Toledo,PR,1,0.0
21/03/2020,Umuarama,PR,1,
22/03/2020,Umuarama,PR,1,
23/03/2020,Umuarama,PR,1,
24/03/2020,Umuarama,PR,1,
25/03/2020,Umuarama,PR,1,
26/03/2020,Umuarama,PR,1,
27/03/2020,Umuarama,PR,1,
28/03/2020,Umuarama,PR,1,
29/03/2020,Umuarama,PR,2,
30/03/2020,Umuarama,PR,2,
31/03/2020,Umuarama,PR,2,
01/04/2020,Umuarama,PR,2,0.0
02/04/2020,Umuarama,PR,2,0.0
03/04/2020,Umuarama,PR,2,0.0
04/04/2020,Umuarama,PR,2,0.0
05/04/2020,Umuarama,PR,2,0.0
06/04/2020,Umuarama,PR,2,0.0
07/04/2020,Umuarama,PR,2,0.0
08/04/2020,Umuarama,PR,2,0.0
09/04/2020,Umuarama,PR,2,0.0
10/04/2020,Umuarama,PR,2,0.0
11/04/2020,Umuarama,PR,2,0.0
12/04/2020,Umuarama,PR,2,0.0
13/04/2020,Umuarama,PR,2,0.0
27/03/2020,União da Vitória,PR,1,
28/03/2020,União da Vitória,PR,1,
29/03/2020,União da Vitória,PR,1,
30/03/2020,União da Vitória,PR,1,
31/03/2020,União da Vitória,PR,1,
01/04/2020,União da Vitória,PR,1,0.0
02/04/2020,União da Vitória,PR,1,0.0
03/04/2020,União da Vitória,PR,2,0.0
04/04/2020,União da Vitória,PR,2,0.0
05/04/2020,União da Vitória,PR,2,0.0
06/04/2020,União da Vitória,PR,2,0.0
07/04/2020,União da Vitória,PR,2,0.0
08/04/2020,União da Vitória,PR,2,0.0
09/04/2020,União da Vitória,PR,2,0.0
10/04/2020,União da Vitória,PR,2,0.0
11/04/2020,União da Vitória,PR,2,0.0
12/04/2020,União da Vitória,PR,2,0.0
13/04/2020,União da Vitória,PR,3,0.0
31/03/2020,Verê,PR,1,
01/04/2020,Verê,PR,1,0.0
02/04/2020,Verê,PR,1,0.0
03/04/2020,Verê,PR,1,0.0
04/04/2020,Verê,PR,1,0.0
05/04/2020,Verê,PR,1,0.0
06/04/2020,Verê,PR,1,0.0
07/04/2020,Verê,PR,1,0.0
08/04/2020,Verê,PR,1,0.0
09/04/2020,Verê,PR,1,0.0
10/04/2020,Verê,PR,1,0.0
11/04/2020,Verê,PR,1,0.0
12/04/2020,Verê,PR,2,0.0
13/04/2020,Verê,PR,2,0.0
07/04/2020,Vitorino,PR,1,0.0
08/04/2020,Vitorino,PR,1,0.0
09/04/2020,Vitorino,PR,1,0.0
10/04/2020,Vitorino,PR,1,0.0
11/04/2020,Vitorino,PR,1,0.0
12/04/2020,Vitorino,PR,1,0.0
13/04/2020,Vitorino,PR,1,0.0
30/03/2020,Angra dos Reis,RJ,1,
31/03/2020,Angra dos Reis,RJ,1,
01/04/2020,Angra dos Reis,RJ,1,0.0
02/04/2020,Angra dos Reis,RJ,1,0.0
03/04/2020,Angra dos Reis,RJ,1,0.0
04/04/2020,Angra dos Reis,RJ,2,0.0
05/04/2020,Angra dos Reis,RJ,3,0.0
06/04/2020,Angra dos Reis,RJ,3,0.0
07/04/2020,Angra dos Reis,RJ,4,0.0
08/04/2020,Angra dos Reis,RJ,4,0.0
09/04/2020,Angra dos Reis,RJ,4,0.0
10/04/2020,Angra dos Reis,RJ,4,0.0
11/04/2020,Angra dos Reis,RJ,4,0.0
12/04/2020,Angra dos Reis,RJ,5,0.0
13/04/2020,Angra dos Reis,RJ,8,0.0
03/04/2020,Araruama,RJ,1,0.0
04/04/2020,Araruama,RJ,1,0.0
05/04/2020,Araruama,RJ,1,0.0
06/04/2020,Araruama,RJ,1,0.0
07/04/2020,Araruama,RJ,1,0.0
08/04/2020,Araruama,RJ,1,0.0
09/04/2020,Araruama,RJ,3,0.0
10/04/2020,Araruama,RJ,3,0.0
11/04/2020,Araruama,RJ,3,0.0
12/04/2020,Araruama,RJ,3,0.0
13/04/2020,Araruama,RJ,3,0.0
01/04/2020,Arraial do Cabo,RJ,1,1.0
02/04/2020,Arraial do Cabo,RJ,1,1.0
03/04/2020,Arraial do Cabo,RJ,1,1.0
04/04/2020,Arraial do Cabo,RJ,1,1.0
05/04/2020,Arraial do Cabo,RJ,1,1.0
06/04/2020,Arraial do Cabo,RJ,1,1.0
07/04/2020,Arraial do Cabo,RJ,1,1.0
08/04/2020,Arraial do Cabo,RJ,1,1.0
09/04/2020,Arraial do Cabo,RJ,1,1.0
10/04/2020,Arraial do Cabo,RJ,1,1.0
11/04/2020,Arraial do Cabo,RJ,1,1.0
12/04/2020,Arraial do Cabo,RJ,1,1.0
13/04/2020,Arraial do Cabo,RJ,1,1.0
03/04/2020,Barra do Piraí,RJ,2,0.0
04/04/2020,Barra do Piraí,RJ,2,0.0
05/04/2020,Barra do Piraí,RJ,2,0.0
06/04/2020,Barra do Piraí,RJ,2,0.0
07/04/2020,Barra do Piraí,RJ,3,0.0
08/04/2020,Barra do Piraí,RJ,3,0.0
09/04/2020,Barra do Piraí,RJ,3,0.0
10/04/2020,Barra do Piraí,RJ,3,0.0
11/04/2020,Barra do Piraí,RJ,3,0.0
12/04/2020,Barra do Piraí,RJ,6,0.0
13/04/2020,Barra do Piraí,RJ,6,0.0
05/03/2020,Barra Mansa,RJ,1,
06/03/2020,Barra Mansa,RJ,1,
07/03/2020,Barra Mansa,RJ,1,
08/03/2020,Barra Mansa,RJ,1,
09/03/2020,Barra Mansa,RJ,1,
10/03/2020,Barra Mansa,RJ,1,
11/03/2020,Barra Mansa,RJ,1,
12/03/2020,Barra Mansa,RJ,1,
13/03/2020,Barra Mansa,RJ,1,
14/03/2020,Barra Mansa,RJ,1,
15/03/2020,Barra Mansa,RJ,1,
16/03/2020,Barra Mansa,RJ,1,
17/03/2020,Barra Mansa,RJ,1,
18/03/2020,Barra Mansa,RJ,1,
19/03/2020,Barra Mansa,RJ,1,
20/03/2020,Barra Mansa,RJ,2,
21/03/2020,Barra Mansa,RJ,1,
22/03/2020,Barra Mansa,RJ,1,
23/03/2020,Barra Mansa,RJ,1,
24/03/2020,Barra Mansa,RJ,1,
25/03/2020,Barra Mansa,RJ,1,
26/03/2020,Barra Mansa,RJ,1,
27/03/2020,Barra Mansa,RJ,1,
28/03/2020,Barra Mansa,RJ,1,
29/03/2020,Barra Mansa,RJ,1,
30/03/2020,Barra Mansa,RJ,1,
31/03/2020,Barra Mansa,RJ,2,
01/04/2020,Barra Mansa,RJ,2,0.0
02/04/2020,Barra Mansa,RJ,2,0.0
03/04/2020,Barra Mansa,RJ,3,0.0
04/04/2020,Barra Mansa,RJ,3,0.0
05/04/2020,Barra Mansa,RJ,3,0.0
06/04/2020,Barra Mansa,RJ,3,0.0
07/04/2020,Barra Mansa,RJ,8,0.0
08/04/2020,Barra Mansa,RJ,8,0.0
09/04/2020,Barra Mansa,RJ,8,0.0
10/04/2020,Barra Mansa,RJ,11,0.0
11/04/2020,Barra Mansa,RJ,11,0.0
12/04/2020,Barra Mansa,RJ,11,0.0
13/04/2020,Barra Mansa,RJ,12,0.0
26/03/2020,Belford Roxo,RJ,1,
27/03/2020,Belford Roxo,RJ,1,
28/03/2020,Belford Roxo,RJ,1,
29/03/2020,Belford Roxo,RJ,2,
30/03/2020,Belford Roxo,RJ,2,
31/03/2020,Belford Roxo,RJ,2,
01/04/2020,Belford Roxo,RJ,3,0.0
02/04/2020,Belford Roxo,RJ,3,1.0
03/04/2020,Belford Roxo,RJ,3,1.0
04/04/2020,Belford Roxo,RJ,7,2.0
05/04/2020,Belford Roxo,RJ,15,2.0
06/04/2020,Belford Roxo,RJ,14,3.0
07/04/2020,Belford Roxo,RJ,19,3.0
08/04/2020,Belford Roxo,RJ,23,3.0
09/04/2020,Belford Roxo,RJ,28,3.0
10/04/2020,Belford Roxo,RJ,28,3.0
11/04/2020,Belford Roxo,RJ,29,3.0
12/04/2020,Belford Roxo,RJ,46,3.0
13/04/2020,Belford Roxo,RJ,47,3.0
07/04/2020,Bom Jardim,RJ,1,0.0
08/04/2020,Bom Jardim,RJ,1,0.0
09/04/2020,Bom Jardim,RJ,2,0.0
10/04/2020,Bom Jardim,RJ,2,0.0
11/04/2020,Bom Jardim,RJ,2,0.0
12/04/2020,Bom Jardim,RJ,2,0.0
13/04/2020,Bom Jardim,RJ,2,0.0
10/04/2020,Bom Jesus do Itabapoana,RJ,3,1.0
11/04/2020,Bom Jesus do Itabapoana,RJ,3,1.0
12/04/2020,Bom Jesus do Itabapoana,RJ,3,1.0
13/04/2020,Bom Jesus do Itabapoana,RJ,3,1.0
07/04/2020,Cabo Frio,RJ,1,0.0
08/04/2020,Cabo Frio,RJ,3,0.0
09/04/2020,Cabo Frio,RJ,4,0.0
10/04/2020,Cabo Frio,RJ,4,0.0
11/04/2020,Cabo Frio,RJ,4,0.0
12/04/2020,Cabo Frio,RJ,7,0.0
13/04/2020,Cabo Frio,RJ,7,0.0
10/04/2020,Cachoeiras de Macacu,RJ,1,0.0
11/04/2020,Cachoeiras de Macacu,RJ,1,0.0
12/04/2020,Cachoeiras de Macacu,RJ,2,1.0
13/04/2020,Cachoeiras de Macacu,RJ,2,1.0
24/03/2020,Campos dos Goytacazes,RJ,1,
25/03/2020,Campos dos Goytacazes,RJ,1,
26/03/2020,Campos dos Goytacazes,RJ,1,
27/03/2020,Campos dos Goytacazes,RJ,1,
28/03/2020,Campos dos Goytacazes,RJ,1,
29/03/2020,Campos dos Goytacazes,RJ,1,
30/03/2020,Campos dos Goytacazes,RJ,1,
31/03/2020,Campos dos Goytacazes,RJ,1,
01/04/2020,Campos dos Goytacazes,RJ,1,0.0
02/04/2020,Campos dos Goytacazes,RJ,1,0.0
03/04/2020,Campos dos Goytacazes,RJ,1,0.0
04/04/2020,Campos dos Goytacazes,RJ,1,0.0
05/04/2020,Campos dos Goytacazes,RJ,2,0.0
06/04/2020,Campos dos Goytacazes,RJ,2,0.0
07/04/2020,Campos dos Goytacazes,RJ,3,0.0
08/04/2020,Campos dos Goytacazes,RJ,4,0.0
09/04/2020,Campos dos Goytacazes,RJ,4,0.0
10/04/2020,Campos dos Goytacazes,RJ,4,0.0
11/04/2020,Campos dos Goytacazes,RJ,4,0.0
12/04/2020,Campos dos Goytacazes,RJ,4,0.0
13/04/2020,Campos dos Goytacazes,RJ,5,0.0
09/04/2020,Cantagalo,RJ,1,0.0
10/04/2020,Cantagalo,RJ,1,0.0
11/04/2020,Cantagalo,RJ,1,0.0
12/04/2020,Cantagalo,RJ,1,0.0
13/04/2020,Cantagalo,RJ,1,0.0
07/04/2020,Casimiro de Abreu,RJ,3,0.0
08/04/2020,Casimiro de Abreu,RJ,3,0.0
09/04/2020,Casimiro de Abreu,RJ,3,0.0
10/04/2020,Casimiro de Abreu,RJ,3,0.0
11/04/2020,Casimiro de Abreu,RJ,3,0.0
12/04/2020,Casimiro de Abreu,RJ,4,0.0
13/04/2020,Casimiro de Abreu,RJ,4,0.0
24/03/2020,Duque de Caxias,RJ,1,
25/03/2020,Duque de Caxias,RJ,2,
26/03/2020,Duque de Caxias,RJ,2,
27/03/2020,Duque de Caxias,RJ,3,
28/03/2020,Duque de Caxias,RJ,3,
29/03/2020,Duque de Caxias,RJ,5,
30/03/2020,Duque de Caxias,RJ,5,
31/03/2020,Duque de Caxias,RJ,5,
01/04/2020,Duque de Caxias,RJ,6,0.0
02/04/2020,Duque de Caxias,RJ,9,0.0
03/04/2020,Duque de Caxias,RJ,9,0.0
04/04/2020,Duque de Caxias,RJ,13,3.0
05/04/2020,Duque de Caxias,RJ,20,3.0
06/04/2020,Duque de Caxias,RJ,21,3.0
07/04/2020,Duque de Caxias,RJ,33,5.0
08/04/2020,Duque de Caxias,RJ,38,8.0
09/04/2020,Duque de Caxias,RJ,48,8.0
10/04/2020,Duque de Caxias,RJ,62,15.0
11/04/2020,Duque de Caxias,RJ,62,16.0
12/04/2020,Duque de Caxias,RJ,81,16.0
13/04/2020,Duque de Caxias,RJ,83,16.0
18/03/2020,Guapimirim,RJ,1,
19/03/2020,Guapimirim,RJ,1,
20/03/2020,Guapimirim,RJ,1,
21/03/2020,Guapimirim,RJ,1,
22/03/2020,Guapimirim,RJ,1,
23/03/2020,Guapimirim,RJ,1,
24/03/2020,Guapimirim,RJ,1,
25/03/2020,Guapimirim,RJ,1,
26/03/2020,Guapimirim,RJ,1,
27/03/2020,Guapimirim,RJ,1,
28/03/2020,Guapimirim,RJ,1,
29/03/2020,Guapimirim,RJ,1,
30/03/2020,Guapimirim,RJ,1,
31/03/2020,Guapimirim,RJ,1,
01/04/2020,Guapimirim,RJ,1,0.0
02/04/2020,Guapimirim,RJ,1,0.0
03/04/2020,Guapimirim,RJ,1,0.0
04/04/2020,Guapimirim,RJ,2,0.0
05/04/2020,Guapimirim,RJ,2,0.0
06/04/2020,Guapimirim,RJ,2,0.0
07/04/2020,Guapimirim,RJ,3,0.0
08/04/2020,Guapimirim,RJ,3,0.0
09/04/2020,Guapimirim,RJ,3,0.0
10/04/2020,Guapimirim,RJ,3,0.0
11/04/2020,Guapimirim,RJ,3,0.0
12/04/2020,Guapimirim,RJ,3,0.0
13/04/2020,Guapimirim,RJ,3,0.0
03/04/2020,Iguaba Grande,RJ,1,0.0
04/04/2020,Iguaba Grande,RJ,1,0.0
05/04/2020,Iguaba Grande,RJ,1,0.0
06/04/2020,Iguaba Grande,RJ,1,0.0
07/04/2020,Iguaba Grande,RJ,3,2.0
08/04/2020,Iguaba Grande,RJ,3,2.0
09/04/2020,Iguaba Grande,RJ,3,2.0
10/04/2020,Iguaba Grande,RJ,3,2.0
11/04/2020,Iguaba Grande,RJ,3,2.0
12/04/2020,Iguaba Grande,RJ,4,2.0
13/04/2020,Iguaba Grande,RJ,4,2.0
27/03/2020,Itaboraí,RJ,1,
28/03/2020,Itaboraí,RJ,2,
29/03/2020,Itaboraí,RJ,3,
30/03/2020,Itaboraí,RJ,3,
31/03/2020,Itaboraí,RJ,3,
01/04/2020,Itaboraí,RJ,4,0.0
02/04/2020,Itaboraí,RJ,6,0.0
03/04/2020,Itaboraí,RJ,6,0.0
04/04/2020,Itaboraí,RJ,13,0.0
05/04/2020,Itaboraí,RJ,14,1.0
06/04/2020,Itaboraí,RJ,14,2.0
07/04/2020,Itaboraí,RJ,15,2.0
08/04/2020,Itaboraí,RJ,15,2.0
09/04/2020,Itaboraí,RJ,20,2.0
10/04/2020,Itaboraí,RJ,20,2.0
11/04/2020,Itaboraí,RJ,20,2.0
12/04/2020,Itaboraí,RJ,24,2.0
13/04/2020,Itaboraí,RJ,24,3.0
02/04/2020,Itaguaí,RJ,1,0.0
03/04/2020,Itaguaí,RJ,2,0.0
04/04/2020,Itaguaí,RJ,2,0.0
05/04/2020,Itaguaí,RJ,2,0.0
06/04/2020,Itaguaí,RJ,3,0.0
07/04/2020,Itaguaí,RJ,3,0.0
08/04/2020,Itaguaí,RJ,3,0.0
09/04/2020,Itaguaí,RJ,4,0.0
10/04/2020,Itaguaí,RJ,4,0.0
11/04/2020,Itaguaí,RJ,4,0.0
12/04/2020,Itaguaí,RJ,5,2.0
13/04/2020,Itaguaí,RJ,5,2.0
05/04/2020,Itaperuna,RJ,1,0.0
06/04/2020,Itaperuna,RJ,2,0.0
07/04/2020,Itaperuna,RJ,2,0.0
08/04/2020,Itaperuna,RJ,2,0.0
09/04/2020,Itaperuna,RJ,2,0.0
10/04/2020,Itaperuna,RJ,2,0.0
11/04/2020,Itaperuna,RJ,2,0.0
12/04/2020,Itaperuna,RJ,2,0.0
13/04/2020,Itaperuna,RJ,2,0.0
10/04/2020,Itatiaia,RJ,1,0.0
11/04/2020,Itatiaia,RJ,1,0.0
12/04/2020,Itatiaia,RJ,1,0.0
13/04/2020,Itatiaia,RJ,1,0.0
07/04/2020,Japeri,RJ,1,0.0
08/04/2020,Japeri,RJ,1,0.0
09/04/2020,Japeri,RJ,3,0.0
10/04/2020,Japeri,RJ,3,0.0
11/04/2020,Japeri,RJ,3,0.0
12/04/2020,Japeri,RJ,3,0.0
13/04/2020,Japeri,RJ,3,0.0
31/03/2020,Macaé,RJ,1,
01/04/2020,Macaé,RJ,1,0.0
02/04/2020,Macaé,RJ,1,0.0
03/04/2020,Macaé,RJ,2,0.0
04/04/2020,Macaé,RJ,6,0.0
05/04/2020,Macaé,RJ,6,0.0
06/04/2020,Macaé,RJ,6,0.0
07/04/2020,Macaé,RJ,6,0.0
08/04/2020,Macaé,RJ,6,0.0
09/04/2020,Macaé,RJ,6,1.0
10/04/2020,Macaé,RJ,6,1.0
11/04/2020,Macaé,RJ,6,1.0
12/04/2020,Macaé,RJ,6,1.0
13/04/2020,Macaé,RJ,6,1.0
02/04/2020,Magé,RJ,3,0.0
03/04/2020,Magé,RJ,4,0.0
04/04/2020,Magé,RJ,5,0.0
05/04/2020,Magé,RJ,5,0.0
06/04/2020,Magé,RJ,5,0.0
07/04/2020,Magé,RJ,7,0.0
08/04/2020,Magé,RJ,7,0.0
09/04/2020,Magé,RJ,9,0.0
10/04/2020,Magé,RJ,11,0.0
11/04/2020,Magé,RJ,11,0.0
12/04/2020,Magé,RJ,20,0.0
13/04/2020,Magé,RJ,20,1.0
28/03/2020,Mangaratiba,RJ,1,
29/03/2020,Mangaratiba,RJ,1,
30/03/2020,Mangaratiba,RJ,1,
31/03/2020,Mangaratiba,RJ,1,
01/04/2020,Mangaratiba,RJ,1,0.0
02/04/2020,Mangaratiba,RJ,1,0.0
03/04/2020,Mangaratiba,RJ,1,0.0
04/04/2020,Mangaratiba,RJ,2,0.0
05/04/2020,Mangaratiba,RJ,2,0.0
06/04/2020,Mangaratiba,RJ,2,0.0
07/04/2020,Mangaratiba,RJ,2,0.0
08/04/2020,Mangaratiba,RJ,2,0.0
09/04/2020,Mangaratiba,RJ,2,0.0
10/04/2020,Mangaratiba,RJ,3,1.0
11/04/2020,Mangaratiba,RJ,3,1.0
12/04/2020,Mangaratiba,RJ,3,1.0
13/04/2020,Mangaratiba,RJ,3,1.0
29/03/2020,Maricá,RJ,1,
30/03/2020,Maricá,RJ,1,
31/03/2020,Maricá,RJ,2,
01/04/2020,Maricá,RJ,2,0.0
02/04/2020,Maricá,RJ,3,0.0
03/04/2020,Maricá,RJ,5,0.0
04/04/2020,Maricá,RJ,7,1.0
05/04/2020,Maricá,RJ,8,1.0
06/04/2020,Maricá,RJ,8,1.0
07/04/2020,Maricá,RJ,9,1.0
08/04/2020,Maricá,RJ,10,1.0
09/04/2020,Maricá,RJ,12,1.0
10/04/2020,Maricá,RJ,15,2.0
11/04/2020,Maricá,RJ,15,2.0
12/04/2020,Maricá,RJ,18,3.0
13/04/2020,Maricá,RJ,22,3.0
02/04/2020,Mesquita,RJ,1,0.0
03/04/2020,Mesquita,RJ,0,0.0
04/04/2020,Mesquita,RJ,1,1.0
05/04/2020,Mesquita,RJ,5,1.0
06/04/2020,Mesquita,RJ,6,1.0
07/04/2020,Mesquita,RJ,7,1.0
08/04/2020,Mesquita,RJ,9,1.0
09/04/2020,Mesquita,RJ,19,1.0
10/04/2020,Mesquita,RJ,23,1.0
11/04/2020,Mesquita,RJ,23,1.0
12/04/2020,Mesquita,RJ,30,1.0
13/04/2020,Mesquita,RJ,30,1.0
19/03/2020,Miguel Pereira,RJ,1,
20/03/2020,Miguel Pereira,RJ,1,
21/03/2020,Miguel Pereira,RJ,1,1.0
22/03/2020,Miguel Pereira,RJ,1,1.0
23/03/2020,Miguel Pereira,RJ,1,1.0
24/03/2020,Miguel Pereira,RJ,1,1.0
25/03/2020,Miguel Pereira,RJ,1,1.0
26/03/2020,Miguel Pereira,RJ,1,1.0
27/03/2020,Miguel Pereira,RJ,1,1.0
28/03/2020,Miguel Pereira,RJ,1,1.0
29/03/2020,Miguel Pereira,RJ,1,1.0
30/03/2020,Miguel Pereira,RJ,1,1.0
31/03/2020,Miguel Pereira,RJ,1,1.0
01/04/2020,Miguel Pereira,RJ,1,1.0
02/04/2020,Miguel Pereira,RJ,1,1.0
03/04/2020,Miguel Pereira,RJ,1,1.0
04/04/2020,Miguel Pereira,RJ,1,1.0
05/04/2020,Miguel Pereira,RJ,1,1.0
06/04/2020,Miguel Pereira,RJ,1,1.0
07/04/2020,Miguel Pereira,RJ,1,1.0
08/04/2020,Miguel Pereira,RJ,1,1.0
09/04/2020,Miguel Pereira,RJ,1,1.0
10/04/2020,Miguel Pereira,RJ,2,1.0
11/04/2020,Miguel Pereira,RJ,2,1.0
12/04/2020,Miguel Pereira,RJ,2,1.0
13/04/2020,Miguel Pereira,RJ,2,1.0
01/04/2020,Não informado,RJ,0,0.0
02/04/2020,Não informado,RJ,7,0.0
03/04/2020,Não informado,RJ,1,0.0
04/04/2020,Não informado,RJ,1,0.0
05/04/2020,Não informado,RJ,1,0.0
06/04/2020,Não informado,RJ,1,0.0
07/04/2020,Não informado,RJ,1,0.0
08/04/2020,Não informado,RJ,1,0.0
09/04/2020,Não informado,RJ,1,0.0
10/04/2020,Não informado,RJ,1,0.0
11/04/2020,Não informado,RJ,1,0.0
12/04/2020,Não informado,RJ,1,0.0
13/04/2020,Não informado,RJ,1,0.0
03/04/2020,Nilópolis,RJ,1,0.0
04/04/2020,Nilópolis,RJ,1,0.0
05/04/2020,Nilópolis,RJ,4,0.0
06/04/2020,Nilópolis,RJ,4,0.0
