data,municipio,uf,casos confirmados,mortes
13/04/2020,Camaçari,BA,12,0.0
06/04/2020,Campo Formoso,BA,1,0.0
07/04/2020,Campo Formoso,BA,1,0.0
08/04/2020,Campo Formoso,BA,1,0.0
09/04/2020,Campo Formoso,BA,1,0.0
10/04/2020,Campo Formoso,BA,1,0.0
11/04/2020,Campo Formoso,BA,1,0.0
12/04/2020,Campo Formoso,BA,1,0.0
13/04/2020,Campo Formoso,BA,1,0.0
25/03/2020,Canarana,BA,1,
26/03/2020,Canarana,BA,1,
27/03/2020,Canarana,BA,1,
28/03/2020,Canarana,BA,1,
29/03/2020,Canarana,BA,1,
30/03/2020,Canarana,BA,1,
31/03/2020,Canarana,BA,1,
01/04/2020,Canarana,BA,1,
02/04/2020,Canarana,BA,1,
03/04/2020,Canarana,BA,1,0.0
04/04/2020,Canarana,BA,1,0.0
05/04/2020,Canarana,BA,1,0.0
06/04/2020,Canarana,BA,1,0.0
07/04/2020,Canarana,BA,1,0.0
08/04/2020,Canarana,BA,1,0.0
09/04/2020,Canarana,BA,1,0.0
10/04/2020,Canarana,BA,1,0.0
11/04/2020,Canarana,BA,1,0.0
12/04/2020,Canarana,BA,1,0.0
13/04/2020,Canarana,BA,1,0.0
13/04/2020,Canavieiras,BA,1,0.0
31/03/2020,Candeias,BA,1,
01/04/2020,Candeias,BA,1,
02/04/2020,Candeias,BA,1,
03/04/2020,Candeias,BA,1,0.0
04/04/2020,Candeias,BA,1,0.0
05/04/2020,Candeias,BA,1,0.0
06/04/2020,Candeias,BA,1,0.0
07/04/2020,Candeias,BA,1,0.0
08/04/2020,Candeias,BA,1,0.0
09/04/2020,Candeias,BA,1,0.0
10/04/2020,Candeias,BA,1,0.0
11/04/2020,Candeias,BA,1,0.0
12/04/2020,Candeias,BA,1,0.0
13/04/2020,Candeias,BA,1,0.0
10/04/2020,Cansanção,BA,1,0.0
11/04/2020,Cansanção,BA,1,0.0
12/04/2020,Cansanção,BA,1,0.0
13/04/2020,Cansanção,BA,1,0.0
11/04/2020,Capim Grosso,BA,1,0.0
12/04/2020,Capim Grosso,BA,1,0.0
13/04/2020,Capim Grosso,BA,1,0.0
31/03/2020,Catu,BA,1,0.0
01/04/2020,Catu,BA,0,0.0
02/04/2020,Catu,BA,0,0.0
03/04/2020,Catu,BA,0,0.0
04/04/2020,Catu,BA,0,0.0
05/04/2020,Catu,BA,0,0.0
06/04/2020,Catu,BA,1,0.0
07/04/2020,Catu,BA,1,0.0
08/04/2020,Catu,BA,1,0.0
09/04/2020,Catu,BA,2,0.0
10/04/2020,Catu,BA,2,0.0
11/04/2020,Catu,BA,2,0.0
12/04/2020,Catu,BA,2,0.0
13/04/2020,Catu,BA,3,0.0
31/03/2020,Coaraci,BA,1,
01/04/2020,Coaraci,BA,1,
02/04/2020,Coaraci,BA,1,
03/04/2020,Coaraci,BA,1,0.0
04/04/2020,Coaraci,BA,1,0.0
05/04/2020,Coaraci,BA,1,0.0
06/04/2020,Coaraci,BA,1,0.0
07/04/2020,Coaraci,BA,1,0.0
08/04/2020,Coaraci,BA,2,0.0
09/04/2020,Coaraci,BA,2,0.0
10/04/2020,Coaraci,BA,2,0.0
11/04/2020,Coaraci,BA,2,0.0
12/04/2020,Coaraci,BA,2,0.0
13/04/2020,Coaraci,BA,2,0.0
08/04/2020,Conceição do Coité,BA,2,0.0
09/04/2020,Conceição do Coité,BA,2,0.0
10/04/2020,Conceição do Coité,BA,2,0.0
11/04/2020,Conceição do Coité,BA,2,0.0
12/04/2020,Conceição do Coité,BA,2,0.0
13/04/2020,Conceição do Coité,BA,2,0.0
22/03/2020,Conceição do Jacuípe,BA,1,
23/03/2020,Conceição do Jacuípe,BA,1,
24/03/2020,Conceição do Jacuípe,BA,1,
25/03/2020,Conceição do Jacuípe,BA,1,
26/03/2020,Conceição do Jacuípe,BA,1,
27/03/2020,Conceição do Jacuípe,BA,1,
28/03/2020,Conceição do Jacuípe,BA,1,
29/03/2020,Conceição do Jacuípe,BA,1,
30/03/2020,Conceição do Jacuípe,BA,1,
31/03/2020,Conceição do Jacuípe,BA,1,
01/04/2020,Conceição do Jacuípe,BA,1,
02/04/2020,Conceição do Jacuípe,BA,1,
03/04/2020,Conceição do Jacuípe,BA,1,0.0
04/04/2020,Conceição do Jacuípe,BA,1,0.0
05/04/2020,Conceição do Jacuípe,BA,1,0.0
06/04/2020,Conceição do Jacuípe,BA,1,0.0
07/04/2020,Conceição do Jacuípe,BA,1,0.0
08/04/2020,Conceição do Jacuípe,BA,1,0.0
09/04/2020,Conceição do Jacuípe,BA,1,0.0
10/04/2020,Conceição do Jacuípe,BA,1,0.0
11/04/2020,Conceição do Jacuípe,BA,1,0.0
12/04/2020,Conceição do Jacuípe,BA,1,0.0
13/04/2020,Conceição do Jacuípe,BA,1,0.0
24/03/2020,Conde,BA,1,
25/03/2020,Conde,BA,1,
26/03/2020,Conde,BA,1,
27/03/2020,Conde,BA,1,
28/03/2020,Conde,BA,1,
29/03/2020,Conde,BA,1,
30/03/2020,Conde,BA,1,
31/03/2020,Conde,BA,1,
01/04/2020,Conde,BA,1,
02/04/2020,Conde,BA,1,
03/04/2020,Conde,BA,1,0.0
04/04/2020,Conde,BA,1,0.0
05/04/2020,Conde,BA,1,0.0
06/04/2020,Conde,BA,1,0.0
07/04/2020,Conde,BA,1,0.0
08/04/2020,Conde,BA,1,0.0
09/04/2020,Conde,BA,1,0.0
10/04/2020,Conde,BA,1,0.0
11/04/2020,Conde,BA,1,0.0
12/04/2020,Conde,BA,1,0.0
13/04/2020,Conde,BA,1,0.0
30/03/2020,Dias d'Ávila,BA,1,
31/03/2020,Dias d'Ávila,BA,1,
01/04/2020,Dias d'Ávila,BA,1,
02/04/2020,Dias d'Ávila,BA,1,
03/04/2020,Dias d'Ávila,BA,1,0.0
04/04/2020,Dias d'Ávila,BA,1,0.0
05/04/2020,Dias d'Ávila,BA,1,0.0
06/04/2020,Dias d'Ávila,BA,2,0.0
07/04/2020,Dias d'Ávila,BA,1,0.0
08/04/2020,Dias d'Ávila,BA,1,0.0
09/04/2020,Dias d'Ávila,BA,1,0.0
10/04/2020,Dias d'Ávila,BA,1,0.0
11/04/2020,Dias d'Ávila,BA,1,0.0
12/04/2020,Dias d'Ávila,BA,1,0.0
13/04/2020,Dias d'Ávila,BA,1,0.0
08/04/2020,Euclides da Cunha,BA,1,0.0
09/04/2020,Euclides da Cunha,BA,1,0.0
10/04/2020,Euclides da Cunha,BA,1,0.0
11/04/2020,Euclides da Cunha,BA,1,0.0
12/04/2020,Euclides da Cunha,BA,1,0.0
13/04/2020,Euclides da Cunha,BA,1,0.0
06/03/2020,Feira de Santana,BA,1,
07/03/2020,Feira de Santana,BA,2,
08/03/2020,Feira de Santana,BA,2,
09/03/2020,Feira de Santana,BA,2,
10/03/2020,Feira de Santana,BA,2,
11/03/2020,Feira de Santana,BA,3,
12/03/2020,Feira de Santana,BA,3,
13/03/2020,Feira de Santana,BA,4,
14/03/2020,Feira de Santana,BA,5,
15/03/2020,Feira de Santana,BA,5,
16/03/2020,Feira de Santana,BA,5,
17/03/2020,Feira de Santana,BA,5,
18/03/2020,Feira de Santana,BA,5,
19/03/2020,Feira de Santana,BA,5,
20/03/2020,Feira de Santana,BA,6,
21/03/2020,Feira de Santana,BA,6,
22/03/2020,Feira de Santana,BA,6,
23/03/2020,Feira de Santana,BA,6,
24/03/2020,Feira de Santana,BA,8,
25/03/2020,Feira de Santana,BA,8,
26/03/2020,Feira de Santana,BA,9,
27/03/2020,Feira de Santana,BA,9,
28/03/2020,Feira de Santana,BA,9,
29/03/2020,Feira de Santana,BA,9,
30/03/2020,Feira de Santana,BA,12,
31/03/2020,Feira de Santana,BA,18,
01/04/2020,Feira de Santana,BA,19,
02/04/2020,Feira de Santana,BA,22,
03/04/2020,Feira de Santana,BA,22,0.0
04/04/2020,Feira de Santana,BA,23,0.0
05/04/2020,Feira de Santana,BA,30,0.0
06/04/2020,Feira de Santana,BA,31,0.0
07/04/2020,Feira de Santana,BA,37,0.0
08/04/2020,Feira de Santana,BA,38,0.0
09/04/2020,Feira de Santana,BA,44,0.0
10/04/2020,Feira de Santana,BA,46,0.0
11/04/2020,Feira de Santana,BA,47,0.0
12/04/2020,Feira de Santana,BA,48,0.0
13/04/2020,Feira de Santana,BA,50,0.0
04/04/2020,Gandu,BA,1,0.0
05/04/2020,Gandu,BA,1,0.0
06/04/2020,Gandu,BA,1,0.0
07/04/2020,Gandu,BA,1,0.0
08/04/2020,Gandu,BA,1,0.0
09/04/2020,Gandu,BA,1,0.0
10/04/2020,Gandu,BA,1,0.0
11/04/2020,Gandu,BA,1,0.0
12/04/2020,Gandu,BA,1,0.0
13/04/2020,Gandu,BA,1,0.0
08/04/2020,Gongogi,BA,1,0.0
09/04/2020,Gongogi,BA,1,0.0
10/04/2020,Gongogi,BA,1,0.0
11/04/2020,Gongogi,BA,1,1.0
12/04/2020,Gongogi,BA,1,1.0
13/04/2020,Gongogi,BA,1,1.0
05/04/2020,Ibirataia,BA,2,0.0
06/04/2020,Ibirataia,BA,2,0.0
07/04/2020,Ibirataia,BA,3,0.0
08/04/2020,Ibirataia,BA,3,0.0
09/04/2020,Ibirataia,BA,3,0.0
10/04/2020,Ibirataia,BA,3,0.0
11/04/2020,Ibirataia,BA,3,0.0
12/04/2020,Ibirataia,BA,3,0.0
13/04/2020,Ibirataia,BA,3,0.0
06/04/2020,Ibotirama,BA,1,0.0
07/04/2020,Ibotirama,BA,1,0.0
08/04/2020,Ibotirama,BA,1,0.0
09/04/2020,Ibotirama,BA,1,0.0
10/04/2020,Ibotirama,BA,1,0.0
11/04/2020,Ibotirama,BA,1,0.0
12/04/2020,Ibotirama,BA,1,0.0
13/04/2020,Ibotirama,BA,1,0.0
25/03/2020,Ilhéus,BA,1,
26/03/2020,Ilhéus,BA,1,
27/03/2020,Ilhéus,BA,2,
28/03/2020,Ilhéus,BA,2,
29/03/2020,Ilhéus,BA,2,
30/03/2020,Ilhéus,BA,2,
31/03/2020,Ilhéus,BA,6,
01/04/2020,Ilhéus,BA,7,
02/04/2020,Ilhéus,BA,8,
03/04/2020,Ilhéus,BA,8,0.0
04/04/2020,Ilhéus,BA,10,0.0
05/04/2020,Ilhéus,BA,12,0.0
06/04/2020,Ilhéus,BA,14,0.0
07/04/2020,Ilhéus,BA,18,0.0
08/04/2020,Ilhéus,BA,22,0.0
09/04/2020,Ilhéus,BA,25,1.0
10/04/2020,Ilhéus,BA,29,1.0
11/04/2020,Ilhéus,BA,29,1.0
12/04/2020,Ilhéus,BA,39,1.0
13/04/2020,Ilhéus,BA,44,1.0
27/03/2020,Ipiaú,BA,1,0.0
28/03/2020,Ipiaú,BA,1,0.0
29/03/2020,Ipiaú,BA,1,0.0
30/03/2020,Ipiaú,BA,1,0.0
31/03/2020,Ipiaú,BA,1,0.0
01/04/2020,Ipiaú,BA,1,0.0
02/04/2020,Ipiaú,BA,1,0.0
03/04/2020,Ipiaú,BA,1,0.0
04/04/2020,Ipiaú,BA,1,0.0
05/04/2020,Ipiaú,BA,6,0.0
06/04/2020,Ipiaú,BA,6,0.0
07/04/2020,Ipiaú,BA,6,0.0
08/04/2020,Ipiaú,BA,6,1.0
09/04/2020,Ipiaú,BA,12,0.0
10/04/2020,Ipiaú,BA,12,0.0
11/04/2020,Ipiaú,BA,12,0.0
12/04/2020,Ipiaú,BA,12,0.0
13/04/2020,Ipiaú,BA,12,0.0
19/03/2020,Itabuna,BA,1,
20/03/2020,Itabuna,BA,1,
21/03/2020,Itabuna,BA,1,
22/03/2020,Itabuna,BA,1,
23/03/2020,Itabuna,BA,1,
24/03/2020,Itabuna,BA,1,
25/03/2020,Itabuna,BA,1,
26/03/2020,Itabuna,BA,2,
27/03/2020,Itabuna,BA,2,
28/03/2020,Itabuna,BA,2,
29/03/2020,Itabuna,BA,2,
30/03/2020,Itabuna,BA,3,
31/03/2020,Itabuna,BA,4,
01/04/2020,Itabuna,BA,4,
02/04/2020,Itabuna,BA,4,
03/04/2020,Itabuna,BA,5,0.0
04/04/2020,Itabuna,BA,6,0.0
05/04/2020,Itabuna,BA,7,0.0
06/04/2020,Itabuna,BA,8,0.0
07/04/2020,Itabuna,BA,12,0.0
08/04/2020,Itabuna,BA,16,0.0
09/04/2020,Itabuna,BA,18,0.0
10/04/2020,Itabuna,BA,19,0.0
11/04/2020,Itabuna,BA,20,0.0
12/04/2020,Itabuna,BA,21,0.0
13/04/2020,Itabuna,BA,26,0.0
08/04/2020,Itagi,BA,1,0.0
09/04/2020,Itagi,BA,1,0.0
10/04/2020,Itagi,BA,1,0.0
11/04/2020,Itagi,BA,1,0.0
12/04/2020,Itagi,BA,1,0.0
13/04/2020,Itagi,BA,1,0.0
28/03/2020,Itagibá,BA,1,
29/03/2020,Itagibá,BA,1,
30/03/2020,Itagibá,BA,1,
31/03/2020,Itagibá,BA,1,
01/04/2020,Itagibá,BA,1,
02/04/2020,Itagibá,BA,1,
03/04/2020,Itagibá,BA,1,0.0
04/04/2020,Itagibá,BA,2,0.0
05/04/2020,Itagibá,BA,2,0.0
06/04/2020,Itagibá,BA,2,0.0
07/04/2020,Itagibá,BA,3,0.0
08/04/2020,Itagibá,BA,3,0.0
09/04/2020,Itagibá,BA,3,1.0
10/04/2020,Itagibá,BA,3,1.0
11/04/2020,Itagibá,BA,3,1.0
12/04/2020,Itagibá,BA,3,1.0
13/04/2020,Itagibá,BA,3,1.0
31/03/2020,Itajuípe,BA,3,
01/04/2020,Itajuípe,BA,3,
02/04/2020,Itajuípe,BA,3,
03/04/2020,Itajuípe,BA,3,0.0
04/04/2020,Itajuípe,BA,3,0.0
05/04/2020,Itajuípe,BA,3,0.0
06/04/2020,Itajuípe,BA,3,0.0
07/04/2020,Itajuípe,BA,3,0.0
08/04/2020,Itajuípe,BA,3,0.0
09/04/2020,Itajuípe,BA,4,0.0
10/04/2020,Itajuípe,BA,4,0.0
11/04/2020,Itajuípe,BA,4,0.0
12/04/2020,Itajuípe,BA,4,0.0
13/04/2020,Itajuípe,BA,4,0.0
29/03/2020,Itamaraju,BA,1,
30/03/2020,Itamaraju,BA,1,
31/03/2020,Itamaraju,BA,1,
01/04/2020,Itamaraju,BA,1,
02/04/2020,Itamaraju,BA,1,
03/04/2020,Itamaraju,BA,1,0.0
04/04/2020,Itamaraju,BA,1,0.0
05/04/2020,Itamaraju,BA,1,0.0
06/04/2020,Itamaraju,BA,1,0.0
07/04/2020,Itamaraju,BA,1,0.0
08/04/2020,Itamaraju,BA,1,0.0
09/04/2020,Itamaraju,BA,1,0.0
10/04/2020,Itamaraju,BA,1,0.0
11/04/2020,Itamaraju,BA,1,0.0
12/04/2020,Itamaraju,BA,1,0.0
13/04/2020,Itamaraju,BA,1,0.0
13/04/2020,Itapé,BA,1,0.0
09/04/2020,Itapebi,BA,1,0.0
10/04/2020,Itapebi,BA,1,0.0
11/04/2020,Itapebi,BA,1,0.0
12/04/2020,Itapebi,BA,4,0.0
13/04/2020,Itapebi,BA,4,0.0
04/04/2020,Itapetinga,BA,1,1.0
05/04/2020,Itapetinga,BA,1,1.0
06/04/2020,Itapetinga,BA,1,1.0
07/04/2020,Itapetinga,BA,2,1.0
08/04/2020,Itapetinga,BA,3,1.0
09/04/2020,Itapetinga,BA,3,1.0
10/04/2020,Itapetinga,BA,3,1.0
11/04/2020,Itapetinga,BA,4,1.0
12/04/2020,Itapetinga,BA,5,1.0
13/04/2020,Itapetinga,BA,5,1.0
05/04/2020,Itarantim,BA,1,0.0
06/04/2020,Itarantim,BA,1,0.0
07/04/2020,Itarantim,BA,1,0.0
08/04/2020,Itarantim,BA,1,0.0
09/04/2020,Itarantim,BA,1,0.0
10/04/2020,Itarantim,BA,1,0.0
11/04/2020,Itarantim,BA,1,0.0
12/04/2020,Itarantim,BA,1,0.0
13/04/2020,Itarantim,BA,1,0.0
08/04/2020,Itatim,BA,1,0.0
09/04/2020,Itatim,BA,1,0.0
10/04/2020,Itatim,BA,1,0.0
11/04/2020,Itatim,BA,1,0.0
12/04/2020,Itatim,BA,1,0.0
13/04/2020,Itatim,BA,1,0.0
29/03/2020,Itororó,BA,1,
30/03/2020,Itororó,BA,1,
31/03/2020,Itororó,BA,1,
01/04/2020,Itororó,BA,1,
02/04/2020,Itororó,BA,1,
03/04/2020,Itororó,BA,4,0.0
04/04/2020,Itororó,BA,4,0.0
05/04/2020,Itororó,BA,4,0.0
06/04/2020,Itororó,BA,4,0.0
07/04/2020,Itororó,BA,4,0.0
08/04/2020,Itororó,BA,4,0.0
09/04/2020,Itororó,BA,4,0.0
10/04/2020,Itororó,BA,4,0.0
11/04/2020,Itororó,BA,4,0.0
12/04/2020,Itororó,BA,4,0.0
13/04/2020,Itororó,BA,4,0.0
09/04/2020,Ituberá,BA,1,0.0
10/04/2020,Ituberá,BA,1,0.0
11/04/2020,Ituberá,BA,1,0.0
12/04/2020,Ituberá,BA,1,0.0
13/04/2020,Ituberá,BA,1,0.0
10/04/2020,Jaguaquara,BA,1,0.0
11/04/2020,Jaguaquara,BA,1,0.0
12/04/2020,Jaguaquara,BA,1,0.0
13/04/2020,Jaguaquara,BA,1,0.0
23/03/2020,Jequié,BA,1,
24/03/2020,Jequié,BA,1,
25/03/2020,Jequié,BA,1,
26/03/2020,Jequié,BA,1,
27/03/2020,Jequié,BA,1,
28/03/2020,Jequié,BA,1,
29/03/2020,Jequié,BA,1,
30/03/2020,Jequié,BA,1,
31/03/2020,Jequié,BA,1,
01/04/2020,Jequié,BA,1,
02/04/2020,Jequié,BA,1,
03/04/2020,Jequié,BA,1,0.0
04/04/2020,Jequié,BA,1,0.0
05/04/2020,Jequié,BA,1,0.0
06/04/2020,Jequié,BA,1,0.0
07/04/2020,Jequié,BA,1,0.0
08/04/2020,Jequié,BA,1,0.0
09/04/2020,Jequié,BA,1,0.0
10/04/2020,Jequié,BA,1,0.0
11/04/2020,Jequié,BA,1,0.0
12/04/2020,Jequié,BA,1,0.0
13/04/2020,Jequié,BA,1,0.0
23/03/2020,Juazeiro,BA,1,
24/03/2020,Juazeiro,BA,2,
25/03/2020,Juazeiro,BA,2,
26/03/2020,Juazeiro,BA,2,
27/03/2020,Juazeiro,BA,2,
28/03/2020,Juazeiro,BA,2,
29/03/2020,Juazeiro,BA,2,
30/03/2020,Juazeiro,BA,2,
31/03/2020,Juazeiro,BA,2,
01/04/2020,Juazeiro,BA,2,
02/04/2020,Juazeiro,BA,2,
03/04/2020,Juazeiro,BA,2,0.0
04/04/2020,Juazeiro,BA,2,0.0
05/04/2020,Juazeiro,BA,3,0.0
06/04/2020,Juazeiro,BA,3,0.0
07/04/2020,Juazeiro,BA,3,0.0
08/04/2020,Juazeiro,BA,3,0.0
09/04/2020,Juazeiro,BA,3,0.0
10/04/2020,Juazeiro,BA,3,0.0
11/04/2020,Juazeiro,BA,5,0.0
12/04/2020,Juazeiro,BA,5,0.0
13/04/2020,Juazeiro,BA,5,0.0
19/03/2020,Lauro de Freitas,BA,2,
20/03/2020,Lauro de Freitas,BA,3,
21/03/2020,Lauro de Freitas,BA,3,
22/03/2020,Lauro de Freitas,BA,3,
23/03/2020,Lauro de Freitas,BA,3,
24/03/2020,Lauro de Freitas,BA,3,
25/03/2020,Lauro de Freitas,BA,3,
26/03/2020,Lauro de Freitas,BA,5,
27/03/2020,Lauro de Freitas,BA,7,
28/03/2020,Lauro de Freitas,BA,7,
29/03/2020,Lauro de Freitas,BA,11,
30/03/2020,Lauro de Freitas,BA,12,
31/03/2020,Lauro de Freitas,BA,12,
01/04/2020,Lauro de Freitas,BA,12,
02/04/2020,Lauro de Freitas,BA,12,
03/04/2020,Lauro de Freitas,BA,12,0.0
04/04/2020,Lauro de Freitas,BA,12,0.0
05/04/2020,Lauro de Freitas,BA,17,0.0
06/04/2020,Lauro de Freitas,BA,19,0.0
07/04/2020,Lauro de Freitas,BA,19,1.0
08/04/2020,Lauro de Freitas,BA,19,1.0
09/04/2020,Lauro de Freitas,BA,19,1.0
10/04/2020,Lauro de Freitas,BA,19,1.0
11/04/2020,Lauro de Freitas,BA,21,2.0
12/04/2020,Lauro de Freitas,BA,21,2.0
13/04/2020,Lauro de Freitas,BA,24,2.0
11/04/2020,Luís Eduardo Magalhães,BA,1,0.0
12/04/2020,Luís Eduardo Magalhães,BA,1,0.0
13/04/2020,Luís Eduardo Magalhães,BA,1,0.0
31/03/2020,Medeiros Neto,BA,1,
01/04/2020,Medeiros Neto,BA,1,
02/04/2020,Medeiros Neto,BA,1,
03/04/2020,Medeiros Neto,BA,1,0.0
04/04/2020,Medeiros Neto,BA,1,0.0
05/04/2020,Medeiros Neto,BA,1,0.0
06/04/2020,Medeiros Neto,BA,1,0.0
07/04/2020,Medeiros Neto,BA,1,0.0
08/04/2020,Medeiros Neto,BA,1,0.0
09/04/2020,Medeiros Neto,BA,1,0.0
10/04/2020,Medeiros Neto,BA,1,0.0
11/04/2020,Medeiros Neto,BA,1,0.0
12/04/2020,Medeiros Neto,BA,1,0.0
13/04/2020,Medeiros Neto,BA,1,0.0
03/04/2020,Não informado,BA,0,0.0
04/04/2020,Não informado,BA,0,0.0
05/04/2020,Não informado,BA,0,0.0
06/04/2020,Não informado,BA,0,0.0
07/04/2020,Não informado,BA,0,0.0
08/04/2020,Não informado,BA,0,0.0
09/04/2020,Não informado,BA,0,0.0
10/04/2020,Não informado,BA,0,0.0
11/04/2020,Não informado,BA,0,0.0
12/04/2020,Não informado,BA,0,0.0
13/04/2020,Não informado,BA,0,0.0
30/03/2020,Nova Soure,BA,1,
31/03/2020,Nova Soure,BA,1,
01/04/2020,Nova Soure,BA,1,
02/04/2020,Nova Soure,BA,1,
03/04/2020,Nova Soure,BA,1,0.0
04/04/2020,Nova Soure,BA,1,0.0
05/04/2020,Nova Soure,BA,1,0.0
06/04/2020,Nova Soure,BA,1,0.0
07/04/2020,Nova Soure,BA,1,0.0
08/04/2020,Nova Soure,BA,1,0.0
09/04/2020,Nova Soure,BA,1,0.0
10/04/2020,Nova Soure,BA,1,0.0
11/04/2020,Nova Soure,BA,1,0.0
12/04/2020,Nova Soure,BA,1,0.0
13/04/2020,Nova Soure,BA,1,0.0
05/04/2020,Ouriçangas,BA,1,0.0
06/04/2020,Ouriçangas,BA,0,0.0
07/04/2020,Ouriçangas,BA,0,0.0
08/04/2020,Ouriçangas,BA,0,0.0
09/04/2020,Ouriçangas,BA,0,0.0
10/04/2020,Ouriçangas,BA,0,0.0
11/04/2020,Ouriçangas,BA,0,0.0
12/04/2020,Ouriçangas,BA,0,0.0
13/04/2020,Ouriçangas,BA,0,0.0
05/04/2020,Palmeiras,BA,1,0.0
06/04/2020,Palmeiras,BA,1,0.0
07/04/2020,Palmeiras,BA,1,0.0
08/04/2020,Palmeiras,BA,1,0.0
09/04/2020,Palmeiras,BA,1,0.0
10/04/2020,Palmeiras,BA,1,0.0
11/04/2020,Palmeiras,BA,1,0.0
12/04/2020,Palmeiras,BA,1,0.0
13/04/2020,Palmeiras,BA,1,0.0
05/04/2020,Piripá,BA,1,0.0
06/04/2020,Piripá,BA,1,0.0
07/04/2020,Piripá,BA,1,0.0
08/04/2020,Piripá,BA,1,0.0
09/04/2020,Piripá,BA,1,0.0
10/04/2020,Piripá,BA,1,0.0
11/04/2020,Piripá,BA,1,0.0
12/04/2020,Piripá,BA,1,0.0
13/04/2020,Piripá,BA,1,0.0
29/03/2020,Pojuca,BA,1,
30/03/2020,Pojuca,BA,1,
31/03/2020,Pojuca,BA,1,
01/04/2020,Pojuca,BA,1,
02/04/2020,Pojuca,BA,1,
03/04/2020,Pojuca,BA,1,0.0
04/04/2020,Pojuca,BA,1,0.0
05/04/2020,Pojuca,BA,1,0.0
06/04/2020,Pojuca,BA,1,0.0
07/04/2020,Pojuca,BA,1,0.0
08/04/2020,Pojuca,BA,1,0.0
09/04/2020,Pojuca,BA,1,0.0
10/04/2020,Pojuca,BA,1,0.0
11/04/2020,Pojuca,BA,1,0.0
12/04/2020,Pojuca,BA,1,0.0
13/04/2020,Pojuca,BA,1,0.0
16/03/2020,Porto Seguro,BA,1,
17/03/2020,Porto Seguro,BA,3,
18/03/2020,Porto Seguro,BA,4,
19/03/2020,Porto Seguro,BA,4,
20/03/2020,Porto Seguro,BA,4,
21/03/2020,Porto Seguro,BA,5,
22/03/2020,Porto Seguro,BA,7,
23/03/2020,Porto Seguro,BA,8,
24/03/2020,Porto Seguro,BA,8,
25/03/2020,Porto Seguro,BA,8,
26/03/2020,Porto Seguro,BA,10,
27/03/2020,Porto Seguro,BA,10,
28/03/2020,Porto Seguro,BA,10,
29/03/2020,Porto Seguro,BA,10,
30/03/2020,Porto Seguro,BA,10,
31/03/2020,Porto Seguro,BA,10,
01/04/2020,Porto Seguro,BA,10,
02/04/2020,Porto Seguro,BA,10,
03/04/2020,Porto Seguro,BA,10,0.0
04/04/2020,Porto Seguro,BA,10,0.0
05/04/2020,Porto Seguro,BA,10,0.0
06/04/2020,Porto Seguro,BA,10,0.0
07/04/2020,Porto Seguro,BA,10,0.0
08/04/2020,Porto Seguro,BA,10,0.0
09/04/2020,Porto Seguro,BA,10,0.0
10/04/2020,Porto Seguro,BA,10,0.0
11/04/2020,Porto Seguro,BA,11,0.0
12/04/2020,Porto Seguro,BA,11,0.0
13/04/2020,Porto Seguro,BA,11,0.0
17/03/2020,Prado,BA,1,
18/03/2020,Prado,BA,1,
19/03/2020,Prado,BA,1,
20/03/2020,Prado,BA,1,
21/03/2020,Prado,BA,2,
22/03/2020,Prado,BA,2,
23/03/2020,Prado,BA,2,
24/03/2020,Prado,BA,2,
25/03/2020,Prado,BA,2,
26/03/2020,Prado,BA,2,
27/03/2020,Prado,BA,2,
28/03/2020,Prado,BA,3,
29/03/2020,Prado,BA,3,
30/03/2020,Prado,BA,2,
31/03/2020,Prado,BA,3,
01/04/2020,Prado,BA,3,
02/04/2020,Prado,BA,3,
03/04/2020,Prado,BA,4,0.0
04/04/2020,Prado,BA,4,0.0
05/04/2020,Prado,BA,4,0.0
06/04/2020,Prado,BA,4,0.0
07/04/2020,Prado,BA,4,0.0
08/04/2020,Prado,BA,4,0.0
09/04/2020,Prado,BA,4,0.0
10/04/2020,Prado,BA,4,0.0
11/04/2020,Prado,BA,4,0.0
12/04/2020,Prado,BA,4,0.0
13/04/2020,Prado,BA,4,0.0
10/04/2020,Rio do Pires,BA,1,0.0
11/04/2020,Rio do Pires,BA,1,0.0
12/04/2020,Rio do Pires,BA,1,0.0
13/04/2020,Rio do Pires,BA,1,0.0
13/03/2020,Salvador,BA,3,
14/03/2020,Salvador,BA,4,
15/03/2020,Salvador,BA,4,
16/03/2020,Salvador,BA,4,
17/03/2020,Salvador,BA,5,
18/03/2020,Salvador,BA,17,
19/03/2020,Salvador,BA,18,
20/03/2020,Salvador,BA,18,
21/03/2020,Salvador,BA,23,
22/03/2020,Salvador,BA,33,
23/03/2020,Salvador,BA,37,
24/03/2020,Salvador,BA,48,
25/03/2020,Salvador,BA,57,
26/03/2020,Salvador,BA,63,
27/03/2020,Salvador,BA,78,
28/03/2020,Salvador,BA,81,
29/03/2020,Salvador,BA,103,1.0
30/03/2020,Salvador,BA,117,2.0
31/03/2020,Salvador,BA,132,2.0
01/04/2020,Salvador,BA,153,3.0
02/04/2020,Salvador,BA,167,3.0
03/04/2020,Salvador,BA,183,5.0
04/04/2020,Salvador,BA,215,5.0
05/04/2020,Salvador,BA,244,7.0
06/04/2020,Salvador,BA,263,8.0
07/04/2020,Salvador,BA,269,10.0
08/04/2020,Salvador,BA,292,11.0
09/04/2020,Salvador,BA,314,11.0
10/04/2020,Salvador,BA,343,11.0
11/04/2020,Salvador,BA,355,11.0
